review,sentiment
"For me, North and South (Books I&II) is the ultimate TV series of the 80's. Just spotting all those cameo appearances was highly entertaining.Gene Kelly, James Stewart, Elisabeth Taylor, Olivia De Havilland, Robert Mitchum, even Johny Cash¡ No series has come close to this achievement.Have you ever seen anyone looking like Lincoln? Dick Smith's prosthetics made Hal Holbrock's powerful performance even more so. The crafted costumes, the jaw dropping locations, everything. It's clear that nowadays there are excellent and bright TV series (Desperate Housewives, Lost,24) but North & South was, and still is, one of its kind. Don't miss it. Only David Carradine's portrayal of the ultimate villain (you may call him just violent husband) worths the viewing. Maybe some characters and situations are too stereotyped, I admit it but the positive sides clearly cast a shadow over them. I'm so glad that finally is available on DVD in Spain.",positive
"Recently, a friend and I were discussing educational and ethical influences when we were growing up in the 1950's versus today. She mentioned Samuel Taylor Coleridge, who, in 1798, wrote The Rime of The Ancient Mariner. Both of us had been required to recite parts of the epic poem in high school and in English Literature courses in college. My friend said, ""Its messages even might be called metaphysical within today's context."" <br /><br />We tried reciting it and only remembered bits and pieces. (I have problems remembering Dr. Seuss.) I said I'd get two copies of the poem so each could read it. That was easy enough, but I was extremely surprised to find it had been made into a film. We looked forward to watching the film to see how it had been interpreted. After all, The Rime of the Ancient Mariner isn't exactly light reading. After each had read the poem, we watched the film together.<br /><br />We considered the film a remarkable achievement, especially considering it was made in the 1970's, before computers, before the so-called ""Ken Burns effect,"" and before special effects too often began compensating for a lack of substance. Particularly noteworthy are the 19th and 20th century illustrations culled from ""lesser known artists,"" such as Willy Pogany, the early Hollywood designer. <br /><br />The film is narrated by Sir Michael Redgrave, whom had taught the poem when he was a schoolmaster, adding a tone of authority and credibility in remaining true to the poem. <br /><br />Its mastery is in the layers of subtle messages, conveyed without ""instructing,"" or becoming an oppressive and obvious morality tale. We found it such a refreshing change from today's 'in your face' and 'clobber them over the head' mentality. Most of today's morality messages in film are two-dimensional: extreme violence, murder and mayhem mark the bad. The bad are really, really, bad, and good are super heroes. It is as if human character lacked any nuance. The Rime of The Ancient Mariner is a celebration of the individual, of character, of an appreciation for celebrating all the richness life has to offer, within the larger context of humanity, i.e., man's capacity to give to others. <br /><br />Proud of ourselves for having found this ""unknown"" gem, we then learned it had won the top award in its category five out of six times at ""name"" international film festivals. Another surprise was learning the film's director, Raul daSilva, is a recognized authority on early animation, and authored six award winning books about film. <br /><br />This film's message is just as relevant today, if not more so, than when Coleridge penned the original epic poem and when Raul daSilva translated it to film. If I still was teaching high school, which I did for five years, I'd grab this one and show it to all my students. There's a level of richness here that naturally leads to discussion about the big and important issues all of us face, whether in 1798, 1978, or today--in fact, as long as humanity has a spiritual component.<br /><br />Highly recommended.",positive
"The movie starts out with a bunch of Dead Men Walking peeps sitting in individual cells, waiting for their inevitable meeting with death represented by the electrical chair.<br /><br /> Then our ""hero"", who is called Tenshu, is taken to the chair, he's zapped, and then....he's still ""Alive"". AHA ! He is given a choice by some creepy military guys who look really cool : Either we zap you until we've made sure you're actually dead OR you can walk through this door and take whatever destiny might lie ahead of you"". Our hero says yes to option 2, and then the actual story commences.<br /><br /> He wakes up in a different sort of cell (very high-tech and very big), where he finds another cell-mate, who also managed to survive the electric boogie-ride. A voice in the speakers tells them that they are free to do whatever they wish, as long as it happens within that room. Sounds a little suspicious, but the two men accept : What else can they do ?<br /><br /> What these two men do not know is that they have been set together, so they can awaken an inner urge to kill within them. Basically the unknown scientists in the background p**s them off until they decide that they should kill each other. Sounds weird ? Indeed, but there's a greater purpose to all of this. THIS is the part which should not be revealed, and so it shall remain unrevealed.<br /><br /> But fear not, it is the unknown that lures the viewer to watch more of this pseudo-action movie, fore it has an entirely different approach to the question : How long time can you stand being with a man who's an S.O.B. and would you kill him to obtain freedom ?<br /><br /> The first hour is basically trying to awaken your interest, it sneaks up without you actually knowing it. Then it becomes a roller coaster ride with WILD Matrix-like action fight-scenes with a touch of individuality to honor the comic book from which the movie is based upon.<br /><br /> The movie is indeed very special, so special that normal cinemas won't view it under normal circumstances. However, the story is fascinating, the music is fantastic, and the actors do their bit (some more than others) to make the movie truly unique.<br /><br /> If you should be so fortunate that your cinema or video store has it, watch it, and enjoy the fact that not everyone is trying to make mainstream movies to earn huge bunches of cash.<br /><br />",positive
"I love Umberto Lenzi's cop movies -- ROME ARMED TO THE TEETH is my favorite -- and his DESERT COMMANDOS pretty much legitimized the Italian Euro War phenomenon by managing to actually be a pretty good movie. Give him guns, machines, some guys to run around talking tough and it's hard for him to miss.<br /><br />What a shame it is then to encounter his EATEN ALIVE and CANNIBAL FEROX. They could have been by anybody, really, and one watches them with a sense that he was under contract, was told what kind of films to make, was assigned a cast & crew and given a budget, deadline and script. Lenzi then went out and executed his films the same way that a guy at McDonald's fixes a batch of French Fries. Of the two, EATEN ALIVE is the more original -- which is kind of amazing considering that it features extensive footage copped from three other cannibal movies -- and easier to enjoy than CANNIBAL FEROX, though not much.<br /><br />I will let others outline the plot: What fascinated me about the film is how staged it all looks, and yet what a somewhat infamous reputation this film has as some sort of all-out assault on good taste. It isn't, though the film is an exercise in bad taste, complete with a title-earning scene where two of the pretty supporting ladies are quite literally sliced up and eaten alive by cannibals which is the film's high point. The problem is that Lenzi lets us get a good, long look at the cannibal feast scene and it has the convincing ring of a 3rd season STAR TREK episode complete with a fake jungle set for the really gory close up shots. And I don't know about anyone else, but if someone was slicing off pieces of my person and eating them I wouldn't just lie there and look distressed.<br /><br />My problem with the film might be that I have a lot of respect for Lenzi as a filmmaker, and again this could have been directed by anybody. All of your cannibal movie conventions are touched on but it never feels like they are filmed with any real conviction, other than to try and bully Ruggero Deodato out of the sandbox. The two directors certainly must have known each other and either had a sort of juvenile rivalry or an actual dislike for each other's work and a conscious need to upstage them. Lenzi invented the cannibal genre with MAN FROM DEEP RIVER, Deodato blew it away with JUNGLE HOLOCAUST, Lenzi fired back with EATEN ALIVE, Deodato blew him (and everyone else) away with the superior CANNIBAL HOLOCAUST, and Lenzi fired a last parting salvo with CANNIBAL FEROX, which is about as realistic as that Krazy Glu commercial where the guy superglues his hardhat to a girder and hangs in midair.<br /><br />This film is less desperate and a bit more hesitant to push viewers into the abyss with everything holy than FEROX, which remains as a sort of misguided attempt to upstage CANNIBAL HOLOCAUST. This one is more of a mish-mash, with an interesting jungle adventure crossed with a Jim Jones like suicide cult -- the cannibals seem like they were added as an afterthought rather than the reason for making the film. I think that fans of the genre will have a better impression of the film than fans of Lenzi's films looking for something new by the formidable director. It isn't as entertaining as SLAVE OF THE CANNIBAL GOD, adventurous as his own MAN FROM DEEP RIVER and certainly lacks the wallop of CANNIBAL HOLOCAUST. Combine those considerations with the recycled footage, stomach churning scenes of animal violence, misogynistic scenes of sexual violence and stagy, wooden methodology of film-making and what you get ends up being an OK jungle thriller with two or three standout scenes, and Umberto Lenzi was capable of so much more.<br /><br />4/10; Gore freaks will go nuts however.",negative
"Of course the plot, script, and, especially casting are strong in the film. So many fine things to see. One aspect I liked especially is the idea of the antagonist--Luzhini's (Turturro's)--ex-mentor working his evil on the sidelines. His chess opponent--an Italian dandy in three piece and cane--turns out to be a real gent, and a truly fine chess player. To his credit the ""opponent"" nobly goes along with the plan at the end to complete the final game for the championship posthumously (Luzhin has taken a flyer out a window--sad, but so releasing to him)by way of the unstable genius' widow (Emily Watson.) In death, then, because of the gallantry of an honorable chess master, Luzhin's defence (which he worked out in a late moment of lucidity) is allowed to be played. The Italian gent commends the play and calls it brilliant. Talk about a dramatic ""end game!""",positive
"Attack Force has a horrendous title, and can almost certainly be judged by it's awful cover, because the film is horrible! A mish-mash of plot lines, a choppy mess, and a horribly stagnated pace, make the film hard to watch start to finish. I managed this and I'm proud. As a fan of Seagal's work (mostly of his old days), it's painful to see him star in such tripe. True Seagal's last half dozen movies or so, have sucked a lot, but some of them at least had some redeeming features. Attack Force is a mess. From conception to delivery this film has undergone many changes, from an alien plot line, to the current one about a highly addictive super drug, about to be unleashed on the Romanian (the film has several settings, none of which are Romanian, but all look like Romania because they are in Romania!) populace. The film is tacked together with little regard for whatever state the original shooting script was. Plot-holes and loose ends are abound in the film that's for sure. That's been a problem in Seagal's last few films as well, but never has the result been so boring. There's a whole plot line about the water supply being poisoned with CTX (that's the drugs cool name) that is never resolved! <br /><br />Of course in recent years the plot's haven't been the main draw in the Seagal canon so there was a big onus on the other departments, especially the action. Before I regard the action though, all the other departments are poor. The direction is poor, or perhaps better put, made to look poor. Who knows how director Michael Keusch originally intended this film? Between him finishing his job, the re-shoots by stunt man Tom Delmar, and the editing, a coherent auteur vision is completely lost. The best way to describe the film is that it's just all over the shop! The cinematography is dull, nearly inducing sleep, while the droning score (sounding like it was produced on the cheapest of cheap synthesizers) does nothing to excite matters. The cast too are poor, unable to salvage anything here. Seagal looks bored beyond recognition, and is dubbed through much of the picture, clearly when plot-points are being changed. He looks tired and overweight, and lethargic, unlike he's looked in previous pictures too (remarkable as the aforementioned have been key complaints in Seagal's recent pictures). The only redeemable cast member is Adam Croasdell as one of the villains, doing a slimy Brit routine. He seems to be a throwback to the alien plot line, because he's playing it inhuman. He seems like a cross between a body snatcher and a vampire (ditto to the lead villain played by some hot chick who appears on occasion, seemingly waiting for her husband Dracula).<br /><br />Finally the action. Well it's poor. Poorly conceived, poorly shot. There's not much either, and there's even less featuring Seagal. Stevo doesn't really bring out the stunt double here, because there's so little to do. There's even a lengthy (repetitive and boring) action scene on the hour mark that inter-cuts occasionally with little flashes of Seagal's stand in because clearly Seagal wasn't there while the scene was being shot, and they wanted to have him feature in the action scene. Seagal eventually appears in person to shoot two guys in the head. Seagal has a producers credit here and a script credit, but from what I understand the film has been altered behind his back to the current state it's in. Seagal will apparently not be working with these people again, or with Castel Studio's who continue to deliver horrifically sub-Nu-Image (that's saying something), material.<br /><br />Overall this is one to avoid if you are not a Seagal fan. Seagal fans can also be safe in the knowledge that the big man probably won't want to do anything this bad again. Unfortunately his next film which has already been shot, with the same people, promises to be even worse than this. *",negative
"I tend to get furious when hearing about Lucio Fulci's reputation as a director. Too often he's categorized as a no-talented filmmaker, only out to shock and disgust entire audiences with images of pure gore. True, his films contain more explicit filth and sickness as your average mainstream American production, but his films always are of wide range and the plots are gruesomely morbid. Don't Torture a Duckling is yet another story! This film is a pure gem of the Italian shock cinema! I easily dare to call this film a masterpieceit's an old-fashioned giallo that includes all brilliant aspects of genuine horror. The film shows the search for a inhuman serial murderer in a small Italian mountain-town. The bodies of 3 young boys are found, horribly mutilated. There are quite a lot of pseudo-madmen in the town but every trail leads to nowhere. Among the suspects are a greedy bum and a scary woman, obsessed by witchery and voodoo. Like a true mastermind, Fulci knows to find the right creepy tone for his film. He portrays the small town as a claustrophobic and inescapable setting of macabre happenings, supported by a giddy soundtrack. Fulci also develops himself as a genius storyteller here. The script always is one step ahead of you and the complex plot will mislead you more than once. In other words, this is a unique giallo (horror slash murder mystery). The gore isn't presented as grotesque and explicit as in Lucio's later milestones (among them are the legendary Zombie 2, The Beyond and the New York Ripper), although there still are a few nauseating and hard-to-watch shock-sequences shown. <br /><br />Don't torture a Duckling is the most compelling and effective achievement Lucio Fulci ever brought forward and it easily ranks among the greatest Italian horror movies ever made. Right next to the masterpieces made by Mario Bava and Dario Argento. The film is fascinating from start to finish, some plot aspects are alarmingly realistic and the tension is adrenalin-rushing at all times! A must see for horror fans and an absolute priority for Italian shock-lovers!",positive
"Being born in the 1960's I grew up watching the TV ""Movies of the Week"" in the early 70's and loved the creepy movies that were routinely shown including ""Crowhaven Farm"", ""Bad Ronald"", ""Satan's School for Girls"", ""Kolchak the Night Stalker"", etc, but this one is just plain dumb.This is obviously the writer's trying to capitalize on the horrific Manson murders from a few years earlier. The movie stars Dennis Weaver of ""McCloud"" and ""Duel"" fame as a father who takes his family camping on a beach. The family encounters some hippies who for some reason decide to terrorize the family. The reason for this is never explained, and Weaver's pacifistic stance is hard to swallow. For God's sake, call the police, beat the hell of them or something, just don't sit there and whine about it. The acting is pretty lame, the story unbelievable, etc. Susan Dey looks cute in a bikini but that's about it. Ignore this if it ever airs on TV.",negative
"The story-line of ""The Thief of Bagdad"" is complex, owing to its being told in flashbacks and having three separate and equally important strands woven together. The screenplay by Lajo Biros and the dialogue by Miles Malleson keep the story moving skillfully at all points.The young King Ahmad of Bagdad is angry at his vizier Jaffar for executing a man for having different ideas. He discovers while in disguise that people blame him for Jaffar's deeds and hate him. He is imprisoned by Jaffar, where he meets Abu the young thief. The two escape and take a boat to the city of Basra. There the companions spy when men clear the way so none will see the Princess of the city passing by. Ahmad falls in love with her and visits her in her garden. He tells her he has come to her from beyond time and wins a kiss. Then he is captured. When Jaffar comes to win the Princess of Basra for himself, Ahmad attacks the evil vizier who blinds him and turns Abu into a dog. Jaffar then asks for the Princess's hand, and he gives the gift of a mechanical flying horse to the Sultan of Basra. The blind Ahmad then tells his tale in the marketplace, accompanied by Abu as his dog. The Prince has fallen into a sleep and nothing can wake her. So Jaffar sends his servant Halima for Ahmad and the dog, in hopes the prince can rouse her. He does awaken her. She boards a ship to find a doctor to cure Ahmad, but she is captured by Jaffar who then throws the dog overboard. She then allows Jaffar to take her in his arms, on his promise to restore Ahmad's sight and turn Abu back into a thief. The princess sees a vision of Ahmad; he is in a boat; Jaffar sends a storm to beset him and Abu is shipwrecked on a deserted island. Abu finds a genie or djinn who wants to kill him now that he is free after many centuries spent imprisoned in a bottle. Abu tricks him into proving he really came from so small a vessel, then corks him in again. For freeing him, he gets three wishes. His first is for sausages. In the meanwhile, the Princess pleads with her father to refuse Jaffar; but Jaffar shows the Sultan a new mechanical toy, one of whose six arms stabs him to death. Abu makes a second wish, to find Ahmad. The cunning genie flies him to the goddess of the All-Seeing eye. Abu has to climb a great web to get to the gem that is the eye, battling a giant spider, then scaling the goddess's statue. Abu gazes into the 'eye' and sees Ahmad in a canyon. He has the genie take him to Ahmad. Ahmad uses the eye to see the princess. She smells a flower and forgets everything at once. Abu wishes they were in Bagdad, but the genie laughs and leaves; Jaffar tells the Princess that she is in love with him, omitting mention of Ahmad. Ahmad tries to fight his way to the Princess, but Jaffar smashes the 'eye'. Abu finds himself in the ""Land of Legend"", where the old men who rule want to make him their king. He steals a bow and a magic carpet and escapes instead, to hurry to save Ahmad and the princess. The thief arrives in time to save the young king from the executioner, using his bow from the flying carpet, to the wonder of the throng who had come to watch the execution. Jaffar tries to flee on the mechanical flying horse, but another shot from the bow finishes him. Ahmad is ruler again and plans to wed his Princess; but when he tries to make Abu his vizier, the young thief refuses, saying that what he wants is adventure, not hard work and confinement in a palace however grand it may be. This fantastic story was given a sumptuous production by producer Alexander Korda. The production was designed by Vincent Korda who was also art director, while Georges Perinal did the colorful cinematography. The directors credited are Ludwig Berger and Michael Powell, with Tim Whelan, Alexander Korda, William Cameron Menzies and Zoltan Korda participating. The extraordinary and numerous costumes designs were the work of John Armstrong, Oliver Messel and Marcel Vertes. The production, apart from its gorgeous and expensive-looking visual splendors, I claim is dominated by two other elements, the choral music of Miklos Rozsa and the performance by Conrad Veidt as the evil Jaffar. Rex Ingram plays the genie with a curious accent, plus his usual intelligence and power. June Duprez is lovely and effective as the Princess Mary Morris is a sad and beautiful Halima, and Miles Malleson a properly bumbling and avaricious Sultan. As Ahmad, John Justin appears to do most of what can be done with the part of a young prince in love and then some; he is memorably good in his winning role. This film has a spaciousness about it that is found, I assert, in other Korda works also. Its imaginative content stands in contrast to very-strong realistic sets, costumes and set-design elements. This is one of the most memorable idea-level fantasies of all time, worthy to be enjoyed over and over.",positive
"I first saw this movie when I was very little. I was born in 1985, so it was around the age when 80s cartoons were big. My mother taped it one day thinking I might like it. I had never even heard of the Rainbow Bright TV show before I was introduced to the movie. When I saw it (on one of those old BETA tapes...) I loved it. I became addicted to it. There are people who say it's badly written and all that, but it's a kid's movie, and things like that don't matter much to children. I loved the story, and especially liked the songs and all the female characters. Of course I pretended to be them, and in the scene where Rainbow first met Krys and they were repulsed they had to work with the opposite sex, I could totally relate. The story was the basic good vs. evil that children enjoy, and there were enough happy moments to balance out the scary ones. The world is a fantastic place that would stimulate the imagination of any young child. I am very glad I had an opportunity to see this movie when I was little. It made a big impact, and watching it now brings back happy memories of childhood. I would recommend to any parent with young children to rent this movie. It will trigger their imagination and provide plenty of entertainment. You're only a child once, so don't let them miss out on this one!",positive
"this isn't 'Bonnie and Clyde' or 'Thelma and Louise' but it is a fine road movie. it sets up its two main characters gently and easily. viewers learn the underlying tensions quickly, which is a tribute to the director. there is the young french (and English) speaking son who wants to do well in France, has a french girlfriend and who drinks alcohol, parties as young men do. And there is his moroccan arabic (and french) speaking father who devoutly follows his Muslim faith, with generosity and the wisdom of elders and who rejects the new culture surrounding him (like mobile phones). the film could explore very powerful politics - the odd couple drive thru the former Yugoslavia, thru Turkey and then thru the Middle East to get to Mecca. these are areas where the Muslim populations have been involved in wars, repression, ethnic cleansing; where dictators have pursued torture and summary executions to hold power and where religious communities are in constant deadly battle with each other. yet the film moves thru those places and possibilities with only hints of such agendas. the relationship between the two is key to this film, and faith, politics are the backdrop. it seems to be saying that we are all human, and need to understand and care for each other in order to manage well in this world. it certainly isn't 'Natural Born Killers' and is all the better for it.",positive
"Oh dear. I was so disappointed that this movie was just a rip-off of Japan's Ringu. Well, I guess the U.S. made their version of it as well, but at least it was an outright remake. So, so sad. I very much enjoy watching Filipino movies and know some great things can come out of such a little country, so I can't believe this had to happen. Claudine and Kris are such big names there, surprised they would be affiliated with plagiarism. To any aspiring movie makers out there in the Philippines: You do not have to stoop this low to make money. There are many movie buffs that are watching the movies Filipinos put out and enjoying them!",negative
"I saw ""Sweeney Todd"" on Broadway in 1980. It starred George Hearn and featured most of the other cast principals who appeared in the national touring company production, which was videotaped for TV in Los Angeles in 1982. Last night I watched the new DVD release of the Los Angeles production, although I have owned the videotape for many years. The production and the performances could have hardly been better but the original tape's age showed because both the audio and video quality are below modern standards, even on a newly pressed DVD. Nevertheless I still give it 10 out of 10 because of the greatness of the work and George Hearns's and Angella Lansbury's startlingly wonderful performances. Even today, my most memorable recollection from a live musical theater performance has to be Hearn's rendition of ""These are My Friends."" ""You'll drip rubies,"" brrr.",positive
"Both Disney and Bill Paxton did a fine job in conveying a story that is based in fact. You do not have to like the game of golf to appreciate the story of one man's struggle to overcome the odds. It could have been based on any sport or simply on any other situation which involves competition, though this one just happens to be related to Golf. The only problem I have with the story is that I would have liked to see a bit deeper into each of the main characters, esp. Mr. Ouimet. Mr. Francis Ouimet is a typical young man of his times, turn of the century America, where ""class lines"" are well delineated and woe be it to anyone who deigns to try to rise above his ""class"" standing. I did a bit of historical research and my biggest question was indeed answered, to my satisfaction. Although the circumstances are a bit different than those portrayed in the film, I came away with a feeling of content. I thoroughly enjoyed this movie, I believe you will too.",positive
"It's now 2005 and 15+ years since this cartoon first aired. I haven't actually watched it seriously or closely in about 10 years. Now that I'm an adult in my 30s I can look back with a serious eye as I watch the episodes again.<br /><br />In concept, the cartoon is partly an homage to the classic Looney Tunes but also its own original show. There are a few episodes that are structured like the old cartoons. For example, there is a singer that attacks Buster and so he exacts revenge on this singer's concert -exactly like the old Bugs Bunny cartoon. The ensuing cartoon is similar to Looney Tunes, just in a different era. If you look at the old Looney Tunes, they did an awful lot of stuff exactly like Tiny Toons did. The old Looney Tunes made a lot of social commentary and parody. There were celebrity impersonations. There were a lot of corny period jokes, slang, and dialog. The comedy was surreal and wacky. You can say this exactly for Tiny Toons as well. The comedy styling is 'spiritually' the same. Most definitely a throwback to the classics which hadn't been done well (if at all) in cartoons in the decades prior to this show. We recognize the cultural references in Tiny Toons and we can roll our eyes when something we don't like comes up. But the reason we don't think Looney Tunes are corny is because we weren't alive back in the 40s. Also, Looney Tunes was original back in those days but today cartoons are rehashed over and over. So it's easy to perceive Tiny Toons in an unfair light due to our exposure to current events and our overexposure to cartoons in general.<br /><br />There certainly are differences in many respects - the timing, the delivery, and obviously the duration of the shows. They are two different styles from two different periods, being done under two very different circumstances - Looney Tunes being made for adults in theaters and Tiny Toons being made for kids watching TV. Even so, they did a good job making an original show with original gags AND still paying homage to and patterning after the comedy stylings of the old Looney Tunes.<br /><br />Since Tiny Toons had a lot more time to play with, they had some genuine moments of great animated inspiration. You only have to look at episodes like 1 minute to 3, the baby Plucky toilet episode.. there are so many more. For example, one of the best comedy dialog exchanges ever animated is in ThirteenSomething when Babs and Buster are on the phone in a split screen, hoping each misses the other. The miscommunication is spectacular. Notably, the character development in this episode and in several others (usually the ones penned by Deanna Oliver or Sherri Stoner) is rather good. The female characters were taken seriously as personalities and developed, unusual considering the opposite is usually true for cartoons of that period.<br /><br />This was the first modern cartoon that had lots of both pop culture-referential and self-referential humor. This was way ahead of its time. Tiny Toons really opened up a door for writers to take comic liberties that are so common in the cartoons today, instead of doing the boring old crap we endured as 80s kids. Yes, I loved Transformers and Thundercats, but Tiny Toons totally jumped away from all that. It was a breath of fresh air. Bakshi's New Adventures of Mighty Mouse may have been a precursor, but Tiny Toons made this surreal style of comedy cartoon writing a real success.<br /><br />As a kid I totally overlooked some jokes. For example, one episode is an homage to the Marx Brothers that I completely ignored as a teen. Now I have a newfound respect for it. There are so many inspired gags that I never noticed that are genuinely brilliant. It's that kind of comedy that makes me think of Looney Tunes and Family Guy. I NEVER noticed that kind of comedy as a kid. I've been thinking this for most episodes I watched recently.<br /><br />You'd notice these kinds of things if you actually WATCHED the show. Unlike some other reviewers here who I know are unfairly judging it, I've seen all the episodes and have thought about them thoroughly, exposed both as a kid and as an adult.<br /><br />You can tell there was an awful lot of care taken with the voice acting too. I'm not talking about just the main characters, but the side characters were done really well and creatively too. But back to the main characters, some of the main characters were brilliant. Tress MacNeille had, in my opinion, her best performances in this cartoon. She hasn't been the same since. Rob Paulsen also did some incredible stuff here, too.<br /><br />This is all not to say the show didn't have some bad episodes. It had plenty. It had a lot of mediocre ones, too. But by far it certainly had a lot of genuinely funny episodes. Especially back when it first aired it was actually funny to watch.<br /><br />Out of 10 I give the show an 8.5 - and kudos for pushing the envelope and breaking down the doors leading to a new era of cartoons.",positive
"I found this movie really hard to sit through, my attention kept wandering off the tv. As far as romantic movies go..this one is the worst I've seen. Don't bother with it.",negative
"Footlight Parade is among the best of the 1930's musical comedy extravaganzas. A snappy script and an all-star cast including Jimmy Cagney, the lovely Joan Blondell, Dick Powell, and Ruby Keeler make this film a cut above the rest. Directed and choreographed by the creative genius Busby Berkeley, this film will have you grinning from ear-to-ear from start to finish.<br /><br />Busby, of course, is the undisputed master of the Hollywood musical with ""Gold Diggers of 1933"" and ""42nd Street"" to his credit (as Dance Director). Footlight Parade is graced by hundreds of scantily-clad chorus girls, a Berkeley trademark. The elaborate dance numbers were shot with only one camera and Busby was the first director to film close-ups of the dancers. His obsession with shapely legs and ""rear-view"" shots is amply demonstrated here. The overall effect is highly erotic and mesmerizing.<br /><br />Our boy Jimmy Cagney plays Chester Kent, a producer of ""prologues"" or short musical stage productions that were performed in movie theaters to entertain the audience before the talkies were shown. He's surrounded by crooked partners, a corporate spy, and a gold-digging girlfriend. Although Cagney had a solid background in vaudeville, this was the first film in which he showed his dancing talents. Joan Blondell is memorable as Cagney's wise-cracking, lovestruck secretary. And Ruby Keeler is adorable, as always.<br /><br />The film climaxes with three outstanding production numbers, ""Honeymoon Hotel"", ""The Waterfall"", and ""Shanghai Lil"", each one a masterpiece and not likely to be duplicated in today's Hollywood where so-called ""special effects"" have replaced creative cinematography.<br /><br />Claudia's Bottom Line: Clever and erotic, with some of the best musical production numbers ever put on celluloid. A thoroughly enjoyable Depression era romp.",positive
"Miscast, badly directed and atrociously written, this is watchable if you have an hour or two to kill or are suffering from insomnia, but only just. Robert Carlyle fully realises his potential as an actor of supreme mediocrity with only one expression to his repertoire (that of a chronically constipated football hooligan nursing a crippling inferiority complex), which he manages at times to alter slightly by flaring his nostrils and baring a row of skewed yellow teeth (this to indicate anger, tenderness, grief, surprise, horror, hilarity, compassion, etc.) In his role as ""the best marine engineer in the UK"" and son of a university professor he is about as convincing as my neighbour's cat. Tom Courtenay, equally miscast, slurring and mistiming every line, appears permanently soused to the eyeballs, and would seem no more able to tell a flood from a puddle of his own urine if he were standing in it. All in all, another silly attempt on the part of the British to imitate Hollywood pulp at its most rubbishy. The dialogue is a series of badly-delivered clichés; the action is disjointed; the plot is pointless and amputated; and the characters, if you can call them that, do not even make it into the basic two-dimensional sphere of their American counterparts.",negative
"I've always been enthusiastic about period dramas, an art form in which the BBC has excelled in the past. This presentation of ""Byron"" was unbelievable. Unbelievably bad! The script was dreadful, the acting uninspired, and all the characters woefully insipid. Apparently Byron was ""mad bad and dangerous to know"", and set the ladies hearts all-a-flutter. Not in this production. Here he appeared as a tawdry jumped-up little squirt instead of a fiery hero of womenfolk and the Greek struggle for independence. It is said that Byron walked with a limp. This portrayal of the man was just limp all over.<br /><br />I watched the whole two and a half hours waiting for something to spark into life. Not a splutter, not even a glimmer. It was utter tedium, if not downright boredom, from start to finish.<br /><br />Having the opinion that no-one will ever better the Bard of Avon, I also believe that Byron's poetry is over-revered and to my mind should be flung on the back burner, and this dramatisation of his life should be accorded the same treatment.<br /><br />I think the BBC lost its nous with this one",negative
"This is what we can do to each other. This is the sort that everbody should see at least once.<br /><br />It does not glorify world. It shows that it is the everyday person who is killed, mained and debased by war. The person on the ""other side"" eats sleeps, laughs and cry just as we do.",positive
"CRYSTAL VOYAGER is a strange documentary about an eccentric surfer living in Australia. An American by birth George Greenough has surfed and photographed himself, friends and recently, dolphins, in Australia for 35 years, all using various re invented cameras which he either straps on his back, board or boat. In the mid 70s he teamed up with Surf Mag editor and budding film maker David Elfick to create this visually interesting tale about this life and photography. The 75 minute feature CRYSTAL VOYAGER is the result. Even in the 70s audiences were a bit puzzled by this film, neither surf-ing movie nor surf movie, because George swims about on a children's zippy board, not a real surfboard.... it offset the tedious droning of George (occasionally so dry or droll that it was actually funny.. like almost setting himself on fire or falling over something) with a spectacular 'you are there' power glide through a wave that ran for 23 minutes all set to Pink Floyd music. In 1974 when the Sydney Opera house opened, it also contained a cinema. Crystal Voyager was booked in there as an arty-sporty OZ pic and by default became a hit: as the 'opera house tickets' cost far more than a movie ticket, audiences flocked to see this film as an excuse to 'have been to the Sydney Opera House'...so the film did record business as a low budget attraction to locals and tourists who wanted to tell neighbors that they had seen a show 'there'. This created this myth that the film was a huge crowd puller and the reputation spread. As a result it was teamed with the fantasy cartoon FANTASTIC PLANET and had a trippy run through the UK and Europe as a double feature. I ran it at a coastal cinema in the 70s and the crowd was rather nonplussed about it all. Recently George has re emerged Lord Of The Flies style with another well photographed sea adventure called DOLPHIN GLIDE that offers viewers a dive and swim with the wild dolphins of Byron Bay. It is an eccentric 20 min short with an even more eccentric 20 min 'how George did it' short. Each were met with a collective yawn by both the media and the pubic in January 2005.... all of which makes CRYSTAL VOYAGER a 'you had to have been there' fluke all those years ago. However at a special Oz Surf night at an outdoor cinema last year 2000 people turned up....but then 2000 turn up every night to see anything there during this summer season of films.....so the damned thing fluked another box office binge. How many actually enjoyed it is very much open to debate. Again they were more than likely just plain puzzled by this mad film with an astonishing reputation. Elfick however, since 1975, has gone onto a stellar career as a major producer and director of many lauded Australian and international films. Look up NO WORRIES or STARSTRUCK or UNDERCOVER or RABBIT PROOF FENCE or LOVE IN LIMBO for clear and present applause at his achievements. George, however, is still floating around out there somewhere droning away and looking for something else to film, or drop a camera on.",negative
"this became a cult movie in chinese college students, though i havnt watched it until it is broadcasted in channel4, UK.<br /><br />full of arty giddy pretentions, the plot is mediocre and unreal; the 'spirit' it wants to convey is how independent artists 'resist the commercisliation of music industry' and maintain their' purity of an artistic soul' and wouldnt 'sell themselves for dirty money'. that is really giddy and superficial; the diologue are mainly pathetic. acting is poor. sceenplay is full of art pretention. it is a fantasy movie for kids and that;s all<br /><br />",negative
